Référence;"Code article";"Couleur (FR)";"Couleur (US)";Taille;"Famille (FR)";"Famille (US)";Marque;"Genre (FR)";"Genre (US)";EAN;QTÉ;"Descriptif (FR)";"Descriptif (US)";"Composition (FR)";Pays;"Code Douane";RRP;PVM;"Prix HT";"Prix HT (5+)";"Prix HT (10+)";"Prix HT DST"
"AMIGOCLERCEAK HOOD TAUPE RM MEN 233";RBMWZ4344H/CP;Taupe;Taupe;M;Blouson;Jacket;"Canadian Peak";Homme;Men;3664138568381;2;"Ce blouson a capuche est un modèle matelassé a col montant . L'attention portée aux détails rend ce blouson unique , son contraste , sa fermeture éclaire robuste et ces poches sur les cotes apportent une touche de confort et de style .";"This hooded jacket is a quilted model with a stand-up collar. The attention to detail makes this jacket unique, its contrast, its sturdy zipper and its side pockets bring a touch of comfort and style.";"100% Polyamide";BANGLADESH;62014010;109;0;24,00;22,00;20,00;NC
"AMIGOCLERCEAK HOOD TAUPE RM MEN 233";RBMWZ4344H/CP;Taupe;Taupe;L;Blouson;Jacket;"Canadian Peak";Homme;Men;3664138568398;3;"Ce blouson a capuche est un modèle matelassé a col montant . L'attention portée aux détails rend ce blouson unique , son contraste , sa fermeture éclaire robuste et ces poches sur les cotes apportent une touche de confort et de style .";"This hooded jacket is a quilted model with a stand-up collar. The attention to detail makes this jacket unique, its contrast, its sturdy zipper and its side pockets bring a touch of comfort and style.";"100% Polyamide";BANGLADESH;62014010;109;0;24,00;22,00;20,00;NC
"AMIGOCLERCEAK HOOD TAUPE RM MEN 233";RBMWZ4344H/CP;Taupe;Taupe;XL;Blouson;Jacket;"Canadian Peak";Homme;Men;3664138568404;3;"Ce blouson a capuche est un modèle matelassé a col montant . L'attention portée aux détails rend ce blouson unique , son contraste , sa fermeture éclaire robuste et ces poches sur les cotes apportent une touche de confort et de style .";"This hooded jacket is a quilted model with a stand-up collar. The attention to detail makes this jacket unique, its contrast, its sturdy zipper and its side pockets bring a touch of comfort and style.";"100% Polyamide";BANGLADESH;62014010;109;0;24,00;22,00;20,00;NC
"AMIGOCLERCEAK HOOD TAUPE RM MEN 233";RBMWZ4344H/CP;Taupe;Taupe;2XL;Blouson;Jacket;"Canadian Peak";Homme;Men;3664138568411;2;"Ce blouson a capuche est un modèle matelassé a col montant . L'attention portée aux détails rend ce blouson unique , son contraste , sa fermeture éclaire robuste et ces poches sur les cotes apportent une touche de confort et de style .";"This hooded jacket is a quilted model with a stand-up collar. The attention to detail makes this jacket unique, its contrast, its sturdy zipper and its side pockets bring a touch of comfort and style.";"100% Polyamide";BANGLADESH;62014010;109;0;24,00;22,00;20,00;NC
"AMIGOCLERCEAK HOOD TAUPE RM MEN 233";RBMWZ4344H/CP;Taupe;Taupe;3XL;Blouson;Jacket;"Canadian Peak";Homme;Men;3664138568428;1;"Ce blouson a capuche est un modèle matelassé a col montant . L'attention portée aux détails rend ce blouson unique , son contraste , sa fermeture éclaire robuste et ces poches sur les cotes apportent une touche de confort et de style .";"This hooded jacket is a quilted model with a stand-up collar. The attention to detail makes this jacket unique, its contrast, its sturdy zipper and its side pockets bring a touch of comfort and style.";"100% Polyamide";BANGLADESH;62014010;109;0;24,00;22,00;20,00;NC
"AMIGOLOR BASIC DB MUSTARD MEN 233";WZ5061H/GN;Moutarde;Mustard;S;Blouson;Jacket;"Geographical Norway";Homme;Men;3543116537987;1;"Ce blouson est un modèle matelassé a col montant . Confortable au porté . Zip intégral sur le devant pour une meilleure utilisation . Poches pratiques sur les cotes et drapeau sur la poitrine.";"This jacket is a quilted model with a stand-up collar. Comfortable to wear. Full zip on the front for better use. Practical pockets on the sides and flag on the chest.";"100% Polyamide";BANGLADESH;62014010;99;0;22,00;20,00;18,00;NC
"AMIGOLOR BASIC DB MUSTARD MEN 233";WZ5061H/GN;Moutarde;Mustard;M;Blouson;Jacket;"Geographical Norway";Homme;Men;3543116537994;2;"Ce blouson est un modèle matelassé a col montant . Confortable au porté . Zip intégral sur le devant pour une meilleure utilisation . Poches pratiques sur les cotes et drapeau sur la poitrine.";"This jacket is a quilted model with a stand-up collar. Comfortable to wear. Full zip on the front for better use. Practical pockets on the sides and flag on the chest.";"100% Polyamide";BANGLADESH;62014010;99;0;22,00;20,00;18,00;NC
"AMIGOLOR BASIC DB MUSTARD MEN 233";WZ5061H/GN;Moutarde;Mustard;L;Blouson;Jacket;"Geographical Norway";Homme;Men;3543116538007;3;"Ce blouson est un modèle matelassé a col montant . Confortable au porté . Zip intégral sur le devant pour une meilleure utilisation . Poches pratiques sur les cotes et drapeau sur la poitrine.";"This jacket is a quilted model with a stand-up collar. Comfortable to wear. Full zip on the front for better use. Practical pockets on the sides and flag on the chest.";"100% Polyamide";BANGLADESH;62014010;99;0;22,00;20,00;18,00;NC
"AMIGOLOR BASIC DB MUSTARD MEN 233";WZ5061H/GN;Moutarde;Mustard;XL;Blouson;Jacket;"Geographical Norway";Homme;Men;3543116538014;3;"Ce blouson est un modèle matelassé a col montant . Confortable au porté . Zip intégral sur le devant pour une meilleure utilisation . Poches pratiques sur les cotes et drapeau sur la poitrine.";"This jacket is a quilted model with a stand-up collar. Comfortable to wear. Full zip on the front for better use. Practical pockets on the sides and flag on the chest.";"100% Polyamide";BANGLADESH;62014010;99;0;22,00;20,00;18,00;NC
"AMIGOLOR BASIC DB MUSTARD MEN 233";WZ5061H/GN;Moutarde;Mustard;2XL;Blouson;Jacket;"Geographical Norway";Homme;Men;3543116538021;2;"Ce blouson est un modèle matelassé a col montant . Confortable au porté . Zip intégral sur le devant pour une meilleure utilisation . Poches pratiques sur les cotes et drapeau sur la poitrine.";"This jacket is a quilted model with a stand-up collar. Comfortable to wear. Full zip on the front for better use. Practical pockets on the sides and flag on the chest.";"100% Polyamide";BANGLADESH;62014010;99;0;22,00;20,00;18,00;NC
"AMIGOLOR BASIC DB MUSTARD MEN 233";WZ5061H/GN;Moutarde;Mustard;3XL;Blouson;Jacket;"Geographical Norway";Homme;Men;3543116538038;1;"Ce blouson est un modèle matelassé a col montant . Confortable au porté . Zip intégral sur le devant pour une meilleure utilisation . Poches pratiques sur les cotes et drapeau sur la poitrine.";"This jacket is a quilted model with a stand-up collar. Comfortable to wear. Full zip on the front for better use. Practical pockets on the sides and flag on the chest.";"100% Polyamide";BANGLADESH;62014010;99;0;22,00;20,00;18,00;NC
"AMIGOLOR BASIC DB RED MEN 233";WZ5063H/GN;Rouge;Red;S;Blouson;Jacket;"Geographical Norway";Homme;Men;3543116538199;1;"Ce blouson est un modèle matelassé a col montant . Confortable au porté . Zip intégral sur le devant pour une meilleure utilisation . Poches pratiques sur les cotes et drapeau sur la poitrine.";"This jacket is a quilted model with a stand-up collar. Comfortable to wear. Full zip on the front for better use. Practical pockets on the sides and flag on the chest.";"100% Polyamide";BANGLADESH;62014010;99;0;22,00;20,00;18,00;NC
"AMIGOLOR BASIC DB RED MEN 233";WZ5063H/GN;Rouge;Red;M;Blouson;Jacket;"Geographical Norway";Homme;Men;3543116538205;2;"Ce blouson est un modèle matelassé a col montant . Confortable au porté . Zip intégral sur le devant pour une meilleure utilisation . Poches pratiques sur les cotes et drapeau sur la poitrine.";"This jacket is a quilted model with a stand-up collar. Comfortable to wear. Full zip on the front for better use. Practical pockets on the sides and flag on the chest.";"100% Polyamide";BANGLADESH;62014010;99;0;22,00;20,00;18,00;NC
"AMIGOLOR BASIC DB RED MEN 233";WZ5063H/GN;Rouge;Red;L;Blouson;Jacket;"Geographical Norway";Homme;Men;3543116538212;3;"Ce blouson est un modèle matelassé a col montant . Confortable au porté . Zip intégral sur le devant pour une meilleure utilisation . Poches pratiques sur les cotes et drapeau sur la poitrine.";"This jacket is a quilted model with a stand-up collar. Comfortable to wear. Full zip on the front for better use. Practical pockets on the sides and flag on the chest.";"100% Polyamide";BANGLADESH;62014010;99;0;22,00;20,00;18,00;NC
"AMIGOLOR BASIC DB RED MEN 233";WZ5063H/GN;Rouge;Red;XL;Blouson;Jacket;"Geographical Norway";Homme;Men;3543116538229;3;"Ce blouson est un modèle matelassé a col montant . Confortable au porté . Zip intégral sur le devant pour une meilleure utilisation . Poches pratiques sur les cotes et drapeau sur la poitrine.";"This jacket is a quilted model with a stand-up collar. Comfortable to wear. Full zip on the front for better use. Practical pockets on the sides and flag on the chest.";"100% Polyamide";BANGLADESH;62014010;99;0;22,00;20,00;18,00;NC
"AMIGOLOR BASIC DB RED MEN 233";WZ5063H/GN;Rouge;Red;2XL;Blouson;Jacket;"Geographical Norway";Homme;Men;3543116538236;2;"Ce blouson est un modèle matelassé a col montant . Confortable au porté . Zip intégral sur le devant pour une meilleure utilisation . Poches pratiques sur les cotes et drapeau sur la poitrine.";"This jacket is a quilted model with a stand-up collar. Comfortable to wear. Full zip on the front for better use. Practical pockets on the sides and flag on the chest.";"100% Polyamide";BANGLADESH;62014010;99;0;22,00;20,00;18,00;NC
"AMIGOLOR BASIC DB RED MEN 233";WZ5063H/GN;Rouge;Red;3XL;Blouson;Jacket;"Geographical Norway";Homme;Men;3543116538243;1;"Ce blouson est un modèle matelassé a col montant . Confortable au porté . Zip intégral sur le devant pour une meilleure utilisation . Poches pratiques sur les cotes et drapeau sur la poitrine.";"This jacket is a quilted model with a stand-up collar. Comfortable to wear. Full zip on the front for better use. Practical pockets on the sides and flag on the chest.";"100% Polyamide";BANGLADESH;62014010;99;0;22,00;20,00;18,00;NC
"ANCELO BEIGE DB BOY 001";WZ2887E/GN;Beige;Beige;8A;Blouson;Jacket;"Geographical Norway";Garçon;Boy;3543116753721;2;"parka garcon avec capuche , poches sur les cotes , badge sur la manche 
drapeau sur le devant";"boy s parka with hood, side pockets, badge on the sleeve flag on the front";"100% Polyamide";CHINE;62014090;159;0;36,00;33,00;30,00;NC
"ANCELO BEIGE DB BOY 001";WZ2887E/GN;Beige;Beige;10A;Blouson;Jacket;"Geographical Norway";Garçon;Boy;3543116753738;2;"parka garcon avec capuche , poches sur les cotes , badge sur la manche 
drapeau sur le devant";"boy s parka with hood, side pockets, badge on the sleeve flag on the front";"100% Polyamide";CHINE;62014090;159;0;36,00;33,00;30,00;NC
"ANCELO BEIGE DB BOY 001";WZ2887E/GN;Beige;Beige;12A;Blouson;Jacket;"Geographical Norway";Garçon;Boy;3543116753745;3;"parka garcon avec capuche , poches sur les cotes , badge sur la manche 
drapeau sur le devant";"boy s parka with hood, side pockets, badge on the sleeve flag on the front";"100% Polyamide";CHINE;62014090;159;0;36,00;33,00;30,00;NC
"ANCELO BEIGE DB BOY 001";WZ2887E/GN;Beige;Beige;14A;Blouson;Jacket;"Geographical Norway";Garçon;Boy;3543116753752;3;"parka garcon avec capuche , poches sur les cotes , badge sur la manche 
drapeau sur le devant";"boy s parka with hood, side pockets, badge on the sleeve flag on the front";"100% Polyamide";CHINE;62014090;159;0;36,00;33,00;30,00;NC
"ANCELO BEIGE DB BOY 001";WZ2887E/GN;Beige;Beige;16A;Blouson;Jacket;"Geographical Norway";Garçon;Boy;3543116753769;2;"parka garcon avec capuche , poches sur les cotes , badge sur la manche 
drapeau sur le devant";"boy s parka with hood, side pockets, badge on the sleeve flag on the front";"100% Polyamide";CHINE;62014090;159;0;36,00;33,00;30,00;NC
"ARRIVIAL DB BEIGE LADY 004";SZ1075F/GN;Beige;Beige;S/1;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116669947;2;"Blouson réversible conçue pour allier confort, praticité et design tendance idéale pour les journées printanière avec une capuche intégrée avec lien de resserrage. 
Fermeture zippée contrastée sur le devant, poches latérales pratiques.
Drapeaux imprimés sur la poitrine et sur la manche. Finitions rib pour un maintien optimal confortable et léger et coupe moderne";"Reversible jacket designed to combine comfort, practicality, and a trendy design, ideal for spring days. It features an integrated hood with a drawstring. Contrasting front zip closure and practical side pockets. Printed flags on the chest and sleeve. Ribbed cuffs for a comfortable, lightweight fit and a modern fit.";"100% Polyamide";CHINE;62024010;119;0;26,00;24,00;22,00;NC
"ARRIVIAL DB BEIGE LADY 004";SZ1075F/GN;Beige;Beige;M/2;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116669954;3;"Blouson réversible conçue pour allier confort, praticité et design tendance idéale pour les journées printanière avec une capuche intégrée avec lien de resserrage. 
Fermeture zippée contrastée sur le devant, poches latérales pratiques.
Drapeaux imprimés sur la poitrine et sur la manche. Finitions rib pour un maintien optimal confortable et léger et coupe moderne";"Reversible jacket designed to combine comfort, practicality, and a trendy design, ideal for spring days. It features an integrated hood with a drawstring. Contrasting front zip closure and practical side pockets. Printed flags on the chest and sleeve. Ribbed cuffs for a comfortable, lightweight fit and a modern fit.";"100% Polyamide";CHINE;62024010;119;0;26,00;24,00;22,00;NC
"ARRIVIAL DB BEIGE LADY 004";SZ1075F/GN;Beige;Beige;L/3;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116669961;3;"Blouson réversible conçue pour allier confort, praticité et design tendance idéale pour les journées printanière avec une capuche intégrée avec lien de resserrage. 
Fermeture zippée contrastée sur le devant, poches latérales pratiques.
Drapeaux imprimés sur la poitrine et sur la manche. Finitions rib pour un maintien optimal confortable et léger et coupe moderne";"Reversible jacket designed to combine comfort, practicality, and a trendy design, ideal for spring days. It features an integrated hood with a drawstring. Contrasting front zip closure and practical side pockets. Printed flags on the chest and sleeve. Ribbed cuffs for a comfortable, lightweight fit and a modern fit.";"100% Polyamide";CHINE;62024010;119;0;26,00;24,00;22,00;NC
"ARRIVIAL DB BEIGE LADY 004";SZ1075F/GN;Beige;Beige;XL/4;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116669978;2;"Blouson réversible conçue pour allier confort, praticité et design tendance idéale pour les journées printanière avec une capuche intégrée avec lien de resserrage. 
Fermeture zippée contrastée sur le devant, poches latérales pratiques.
Drapeaux imprimés sur la poitrine et sur la manche. Finitions rib pour un maintien optimal confortable et léger et coupe moderne";"Reversible jacket designed to combine comfort, practicality, and a trendy design, ideal for spring days. It features an integrated hood with a drawstring. Contrasting front zip closure and practical side pockets. Printed flags on the chest and sleeve. Ribbed cuffs for a comfortable, lightweight fit and a modern fit.";"100% Polyamide";CHINE;62024010;119;0;26,00;24,00;22,00;NC
"ARRIVIAL DB BEIGE LADY 004";SZ1075F/GN;Beige;Beige;2XL/5;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116669985;2;"Blouson réversible conçue pour allier confort, praticité et design tendance idéale pour les journées printanière avec une capuche intégrée avec lien de resserrage. 
Fermeture zippée contrastée sur le devant, poches latérales pratiques.
Drapeaux imprimés sur la poitrine et sur la manche. Finitions rib pour un maintien optimal confortable et léger et coupe moderne";"Reversible jacket designed to combine comfort, practicality, and a trendy design, ideal for spring days. It features an integrated hood with a drawstring. Contrasting front zip closure and practical side pockets. Printed flags on the chest and sleeve. Ribbed cuffs for a comfortable, lightweight fit and a modern fit.";"100% Polyamide";CHINE;62024010;119;0;26,00;24,00;22,00;NC
"ARRIVIAL DB BLACK MEN 004";SZ1076H/GN;Noir;Black;S;"Spring Jacket";"Spring Jacket";"Geographical Norway";Homme;Men;3543116357844;1;"Blouson réversible conçue pour allier confort, praticité et design tendance idéale pour les journées printanière avec une capuche intégrée avec lien de resserrage. 
Fermeture zippée contrastée sur le devant, poches latérales pratiques.
Drapeaux imprimés sur la poitrine et sur la manche. Finitions rib pour un maintien optimal confortable et léger et coupe moderne";"Reversible jacket designed to combine comfort, practicality, and a trendy design, ideal for spring days. It features an integrated hood with a drawstring. Contrasting front zip closure and practical side pockets. Printed flags on the chest and sleeve. Ribbed cuffs for a comfortable, lightweight fit and a modern fit.";"100% Polyamide";CHINE;62014010;119;0;26,00;24,00;22,00;NC
"ARRIVIAL DB BLACK MEN 004";SZ1076H/GN;Noir;Black;M;"Spring Jacket";"Spring Jacket";"Geographical Norway";Homme;Men;3543116357851;2;"Blouson réversible conçue pour allier confort, praticité et design tendance idéale pour les journées printanière avec une capuche intégrée avec lien de resserrage. 
Fermeture zippée contrastée sur le devant, poches latérales pratiques.
Drapeaux imprimés sur la poitrine et sur la manche. Finitions rib pour un maintien optimal confortable et léger et coupe moderne";"Reversible jacket designed to combine comfort, practicality, and a trendy design, ideal for spring days. It features an integrated hood with a drawstring. Contrasting front zip closure and practical side pockets. Printed flags on the chest and sleeve. Ribbed cuffs for a comfortable, lightweight fit and a modern fit.";"100% Polyamide";CHINE;62014010;119;0;26,00;24,00;22,00;NC
"ARRIVIAL DB BLACK MEN 004";SZ1076H/GN;Noir;Black;L;"Spring Jacket";"Spring Jacket";"Geographical Norway";Homme;Men;3543116357868;3;"Blouson réversible conçue pour allier confort, praticité et design tendance idéale pour les journées printanière avec une capuche intégrée avec lien de resserrage. 
Fermeture zippée contrastée sur le devant, poches latérales pratiques.
Drapeaux imprimés sur la poitrine et sur la manche. Finitions rib pour un maintien optimal confortable et léger et coupe moderne";"Reversible jacket designed to combine comfort, practicality, and a trendy design, ideal for spring days. It features an integrated hood with a drawstring. Contrasting front zip closure and practical side pockets. Printed flags on the chest and sleeve. Ribbed cuffs for a comfortable, lightweight fit and a modern fit.";"100% Polyamide";CHINE;62014010;119;0;26,00;24,00;22,00;NC
"ARRIVIAL DB BLACK MEN 004";SZ1076H/GN;Noir;Black;XL;"Spring Jacket";"Spring Jacket";"Geographical Norway";Homme;Men;3543116357875;3;"Blouson réversible conçue pour allier confort, praticité et design tendance idéale pour les journées printanière avec une capuche intégrée avec lien de resserrage. 
Fermeture zippée contrastée sur le devant, poches latérales pratiques.
Drapeaux imprimés sur la poitrine et sur la manche. Finitions rib pour un maintien optimal confortable et léger et coupe moderne";"Reversible jacket designed to combine comfort, practicality, and a trendy design, ideal for spring days. It features an integrated hood with a drawstring. Contrasting front zip closure and practical side pockets. Printed flags on the chest and sleeve. Ribbed cuffs for a comfortable, lightweight fit and a modern fit.";"100% Polyamide";CHINE;62014010;119;0;26,00;24,00;22,00;NC
"ARRIVIAL DB BLACK MEN 004";SZ1076H/GN;Noir;Black;2XL;"Spring Jacket";"Spring Jacket";"Geographical Norway";Homme;Men;3543116357882;2;"Blouson réversible conçue pour allier confort, praticité et design tendance idéale pour les journées printanière avec une capuche intégrée avec lien de resserrage. 
Fermeture zippée contrastée sur le devant, poches latérales pratiques.
Drapeaux imprimés sur la poitrine et sur la manche. Finitions rib pour un maintien optimal confortable et léger et coupe moderne";"Reversible jacket designed to combine comfort, practicality, and a trendy design, ideal for spring days. It features an integrated hood with a drawstring. Contrasting front zip closure and practical side pockets. Printed flags on the chest and sleeve. Ribbed cuffs for a comfortable, lightweight fit and a modern fit.";"100% Polyamide";CHINE;62014010;119;0;26,00;24,00;22,00;NC
"ARRIVIAL DB BLACK MEN 004";SZ1076H/GN;Noir;Black;3XL;"Spring Jacket";"Spring Jacket";"Geographical Norway";Homme;Men;3543116357899;1;"Blouson réversible conçue pour allier confort, praticité et design tendance idéale pour les journées printanière avec une capuche intégrée avec lien de resserrage. 
Fermeture zippée contrastée sur le devant, poches latérales pratiques.
Drapeaux imprimés sur la poitrine et sur la manche. Finitions rib pour un maintien optimal confortable et léger et coupe moderne";"Reversible jacket designed to combine comfort, practicality, and a trendy design, ideal for spring days. It features an integrated hood with a drawstring. Contrasting front zip closure and practical side pockets. Printed flags on the chest and sleeve. Ribbed cuffs for a comfortable, lightweight fit and a modern fit.";"100% Polyamide";CHINE;62014010;119;0;26,00;24,00;22,00;NC
"ARRIVIAL DB LGREY BOY 004";SZ1071E/GN;"Gris clair";"Light Grey";8A;"Spring Jacket";"Spring Jacket";"Geographical Norway";Garçon;Boy;3543116669701;2;"Blouson réversible conçue pour allier confort, praticité et design tendance idéale pour les journées printanière avec une capuche intégrée avec lien de resserrage. 
Fermeture zippée contrastée sur le devant, poches latérales pratiques.
Drapeaux imprimés sur la poitrine et sur la manche. Finitions rib pour un maintien optimal confortable et léger et coupe moderne";"Reversible jacket designed to combine comfort, practicality, and a trendy design, ideal for spring days. It features an integrated hood with a drawstring. Contrasting front zip closure and practical side pockets. Printed flags on the chest and sleeve. Ribbed cuffs for a comfortable, lightweight fit and a modern fit.";"100% Polyamide";CHINE;62014010;119;0;26,00;24,00;22,00;NC
"ARRIVIAL DB LGREY BOY 004";SZ1071E/GN;"Gris clair";"Light Grey";10A;"Spring Jacket";"Spring Jacket";"Geographical Norway";Garçon;Boy;3543116669718;3;"Blouson réversible conçue pour allier confort, praticité et design tendance idéale pour les journées printanière avec une capuche intégrée avec lien de resserrage. 
Fermeture zippée contrastée sur le devant, poches latérales pratiques.
Drapeaux imprimés sur la poitrine et sur la manche. Finitions rib pour un maintien optimal confortable et léger et coupe moderne";"Reversible jacket designed to combine comfort, practicality, and a trendy design, ideal for spring days. It features an integrated hood with a drawstring. Contrasting front zip closure and practical side pockets. Printed flags on the chest and sleeve. Ribbed cuffs for a comfortable, lightweight fit and a modern fit.";"100% Polyamide";CHINE;62014010;119;0;26,00;24,00;22,00;NC
"ARRIVIAL DB LGREY BOY 004";SZ1071E/GN;"Gris clair";"Light Grey";12A;"Spring Jacket";"Spring Jacket";"Geographical Norway";Garçon;Boy;3543116669725;3;"Blouson réversible conçue pour allier confort, praticité et design tendance idéale pour les journées printanière avec une capuche intégrée avec lien de resserrage. 
Fermeture zippée contrastée sur le devant, poches latérales pratiques.
Drapeaux imprimés sur la poitrine et sur la manche. Finitions rib pour un maintien optimal confortable et léger et coupe moderne";"Reversible jacket designed to combine comfort, practicality, and a trendy design, ideal for spring days. It features an integrated hood with a drawstring. Contrasting front zip closure and practical side pockets. Printed flags on the chest and sleeve. Ribbed cuffs for a comfortable, lightweight fit and a modern fit.";"100% Polyamide";CHINE;62014010;119;0;26,00;24,00;22,00;NC
"ARRIVIAL DB LGREY BOY 004";SZ1071E/GN;"Gris clair";"Light Grey";14A;"Spring Jacket";"Spring Jacket";"Geographical Norway";Garçon;Boy;3543116669732;2;"Blouson réversible conçue pour allier confort, praticité et design tendance idéale pour les journées printanière avec une capuche intégrée avec lien de resserrage. 
Fermeture zippée contrastée sur le devant, poches latérales pratiques.
Drapeaux imprimés sur la poitrine et sur la manche. Finitions rib pour un maintien optimal confortable et léger et coupe moderne";"Reversible jacket designed to combine comfort, practicality, and a trendy design, ideal for spring days. It features an integrated hood with a drawstring. Contrasting front zip closure and practical side pockets. Printed flags on the chest and sleeve. Ribbed cuffs for a comfortable, lightweight fit and a modern fit.";"100% Polyamide";CHINE;62014010;119;0;26,00;24,00;22,00;NC
"ARRIVIAL DB LGREY BOY 004";SZ1071E/GN;"Gris clair";"Light Grey";16A;"Spring Jacket";"Spring Jacket";"Geographical Norway";Garçon;Boy;3543116669749;2;"Blouson réversible conçue pour allier confort, praticité et design tendance idéale pour les journées printanière avec une capuche intégrée avec lien de resserrage. 
Fermeture zippée contrastée sur le devant, poches latérales pratiques.
Drapeaux imprimés sur la poitrine et sur la manche. Finitions rib pour un maintien optimal confortable et léger et coupe moderne";"Reversible jacket designed to combine comfort, practicality, and a trendy design, ideal for spring days. It features an integrated hood with a drawstring. Contrasting front zip closure and practical side pockets. Printed flags on the chest and sleeve. Ribbed cuffs for a comfortable, lightweight fit and a modern fit.";"100% Polyamide";CHINE;62014010;119;0;26,00;24,00;22,00;NC
"ARRIVIAL DB POWER PINK LADY 004";SZ1074F/GN;"Rose poudre / Rose poudre";"Powder Pink / Powder Pink";S/1;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116669886;2;"Blouson réversible conçue pour allier confort, praticité et design tendance idéale pour les journées printanière avec une capuche intégrée avec lien de resserrage. 
Fermeture zippée contrastée sur le devant, poches latérales pratiques.
Drapeaux imprimés sur la poitrine et sur la manche. Finitions rib pour un maintien optimal confortable et léger et coupe moderne";"Reversible jacket designed to combine comfort, practicality, and a trendy design, ideal for spring days. It features an integrated hood with a drawstring. Contrasting front zip closure and practical side pockets. Printed flags on the chest and sleeve. Ribbed cuffs for a comfortable, lightweight fit and a modern fit.";"100% Polyamide";CHINE;62024010;119;0;26,00;24,00;22,00;NC
"ARRIVIAL DB POWER PINK LADY 004";SZ1074F/GN;"Rose poudre / Rose poudre";"Powder Pink / Powder Pink";M/2;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116669893;3;"Blouson réversible conçue pour allier confort, praticité et design tendance idéale pour les journées printanière avec une capuche intégrée avec lien de resserrage. 
Fermeture zippée contrastée sur le devant, poches latérales pratiques.
Drapeaux imprimés sur la poitrine et sur la manche. Finitions rib pour un maintien optimal confortable et léger et coupe moderne";"Reversible jacket designed to combine comfort, practicality, and a trendy design, ideal for spring days. It features an integrated hood with a drawstring. Contrasting front zip closure and practical side pockets. Printed flags on the chest and sleeve. Ribbed cuffs for a comfortable, lightweight fit and a modern fit.";"100% Polyamide";CHINE;62024010;119;0;26,00;24,00;22,00;NC
"ARRIVIAL DB POWER PINK LADY 004";SZ1074F/GN;"Rose poudre / Rose poudre";"Powder Pink / Powder Pink";L/3;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116669909;3;"Blouson réversible conçue pour allier confort, praticité et design tendance idéale pour les journées printanière avec une capuche intégrée avec lien de resserrage. 
Fermeture zippée contrastée sur le devant, poches latérales pratiques.
Drapeaux imprimés sur la poitrine et sur la manche. Finitions rib pour un maintien optimal confortable et léger et coupe moderne";"Reversible jacket designed to combine comfort, practicality, and a trendy design, ideal for spring days. It features an integrated hood with a drawstring. Contrasting front zip closure and practical side pockets. Printed flags on the chest and sleeve. Ribbed cuffs for a comfortable, lightweight fit and a modern fit.";"100% Polyamide";CHINE;62024010;119;0;26,00;24,00;22,00;NC
"ARRIVIAL DB POWER PINK LADY 004";SZ1074F/GN;"Rose poudre / Rose poudre";"Powder Pink / Powder Pink";XL/4;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116669916;2;"Blouson réversible conçue pour allier confort, praticité et design tendance idéale pour les journées printanière avec une capuche intégrée avec lien de resserrage. 
Fermeture zippée contrastée sur le devant, poches latérales pratiques.
Drapeaux imprimés sur la poitrine et sur la manche. Finitions rib pour un maintien optimal confortable et léger et coupe moderne";"Reversible jacket designed to combine comfort, practicality, and a trendy design, ideal for spring days. It features an integrated hood with a drawstring. Contrasting front zip closure and practical side pockets. Printed flags on the chest and sleeve. Ribbed cuffs for a comfortable, lightweight fit and a modern fit.";"100% Polyamide";CHINE;62024010;119;0;26,00;24,00;22,00;NC
"ARRIVIAL DB POWER PINK LADY 004";SZ1074F/GN;"Rose poudre / Rose poudre";"Powder Pink / Powder Pink";2XL/5;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116669923;2;"Blouson réversible conçue pour allier confort, praticité et design tendance idéale pour les journées printanière avec une capuche intégrée avec lien de resserrage. 
Fermeture zippée contrastée sur le devant, poches latérales pratiques.
Drapeaux imprimés sur la poitrine et sur la manche. Finitions rib pour un maintien optimal confortable et léger et coupe moderne";"Reversible jacket designed to combine comfort, practicality, and a trendy design, ideal for spring days. It features an integrated hood with a drawstring. Contrasting front zip closure and practical side pockets. Printed flags on the chest and sleeve. Ribbed cuffs for a comfortable, lightweight fit and a modern fit.";"100% Polyamide";CHINE;62024010;119;0;26,00;24,00;22,00;NC
